name	type	group	opc_item	writes	reads	description
T6LatchSelect1	Boolean	СилКорпус / Выходные переменные / Заслонки транспортера номер 6	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t6DO5	T6BlockOffButton_OnClick,T6CalScript1,T6CloseScript1,T6OpenScript1	T6LightControl	Выходное реле выбора заслонки для управления
T6LatchSelect10	Boolean	СилКорпус / Выходные переменные / Заслонки транспортера номер 6	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t6DO14	T6BlockOffButton_OnClick,T6CalScript10,T6CloseScript10,T6OpenScript10	T6LightControl	Выходное реле выбора заслонки для управления
T6LatchSelect2	Boolean	СилКорпус / Выходные переменные / Заслонки транспортера номер 6	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t6DO6	T6BlockOffButton_OnClick,T6CalScript2,T6CloseScript2,T6OpenScript2	T6LightControl	Выходное реле выбора заслонки для управления
T6LatchSelect3	Boolean	СилКорпус / Выходные переменные / Заслонки транспортера номер 6	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t6DO7	T6BlockOffButton_OnClick,T6CalScript3,T6CloseScript3,T6OpenScript3	T6LightControl	Выходное реле выбора заслонки для управления
T6LatchSelect4	Boolean	СилКорпус / Выходные переменные / Заслонки транспортера номер 6	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t6DO8	T6BlockOffButton_OnClick,T6CalScript4,T6CloseScript4,T6OpenScript4	T6LightControl	Выходное реле выбора заслонки для управления
T6LatchSelect5	Boolean	СилКорпус / Выходные переменные / Заслонки транспортера номер 6	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t6DO9	T6BlockOffButton_OnClick,T6CalScript5,T6CloseScript5,T6OpenScript5	T6LightControl	Выходное реле выбора заслонки для управления
T6LatchSelect6	Boolean	СилКорпус / Выходные переменные / Заслонки транспортера номер 6	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t6DO10	T6BlockOffButton_OnClick,T6CalScript6,T6CloseScript6,T6OpenScript6	T6LightControl	Выходное реле выбора заслонки для управления
T6LatchSelect7	Boolean	СилКорпус / Выходные переменные / Заслонки транспортера номер 6	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t6DO11	T6BlockOffButton_OnClick,T6CalScript7,T6CloseScript7,T6OpenScript7	T6LightControl	Выходное реле выбора заслонки для управления
T6LatchSelect8	Boolean	СилКорпус / Выходные переменные / Заслонки транспортера номер 6	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t6DO12	T6BlockOffButton_OnClick,T6CalScript8,T6CloseScript8,T6OpenScript8	T6LightControl	Выходное реле выбора заслонки для управления
T6LatchSelect9	Boolean	СилКорпус / Выходные переменные / Заслонки транспортера номер 6	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t6DO13	T6BlockOffButton_OnClick,T6CalScript9,T6CloseScript9,T6OpenScript9	T6LightControl	Выходное реле выбора заслонки для управления
T6LatchStatus1	Word	СилКорпус / Статусы механизмов / Заслонки транспортера номер 6				Статус заслонки транспортера
T6LatchStatus10	Word	СилКорпус / Статусы механизмов / Заслонки транспортера номер 6				Статус заслонки транспортера
T6LatchStatus2	Word	СилКорпус / Статусы механизмов / Заслонки транспортера номер 6				Статус заслонки транспортера
T6LatchStatus3	Word	СилКорпус / Статусы механизмов / Заслонки транспортера номер 6				Статус заслонки транспортера
T6LatchStatus4	Word	СилКорпус / Статусы механизмов / Заслонки транспортера номер 6				Статус заслонки транспортера
T6LatchStatus5	Word	СилКорпус / Статусы механизмов / Заслонки транспортера номер 6				Статус заслонки транспортера
T6LatchStatus6	Word	СилКорпус / Статусы механизмов / Заслонки транспортера номер 6				Статус заслонки транспортера
T6LatchStatus7	Word	СилКорпус / Статусы механизмов / Заслонки транспортера номер 6				Статус заслонки транспортера
T6LatchStatus8	Word	СилКорпус / Статусы механизмов / Заслонки транспортера номер 6				Статус заслонки транспортера
T6LatchStatus9	Word	СилКорпус / Статусы механизмов / Заслонки транспортера номер 6				Статус заслонки транспортера
T6LatchStatusByte1	Byte	СилКорпус / Статусы механизмов / Заслонки транспортера номер 6		T6CalScript1,T6CloseScript1,T6ErrorOffButton_OnClick,T6LatchMnemo,T6OpenScript1	T6CalButton1_OnClick,T6CalScript1,T6CloseButton1_OnClick,T6LatchStatusBar,T6OpenButton1_OnClick	Статус заслонки транспортера в битах для формирования сообщений
T6LatchStatusByte10	Byte	СилКорпус / Статусы механизмов / Заслонки транспортера номер 6		T6CalScript10,T6CloseScript10,T6ErrorOffButton_OnClick,T6LatchMnemo,T6OpenScript10	T6CalButton10_OnClick,T6CalScript10,T6CloseButton10_OnClick,T6LatchStatusBar,T6OpenButton10_OnClick	Статус заслонки транспортера в битах для формирования сообщений
T6LatchStatusByte2	Byte	СилКорпус / Статусы механизмов / Заслонки транспортера номер 6		T6CalScript2,T6CloseScript2,T6ErrorOffButton_OnClick,T6LatchMnemo,T6OpenScript2	T6CalButton2_OnClick,T6CalScript2,T6CloseButton2_OnClick,T6LatchStatusBar,T6OpenButton2_OnClick	Статус заслонки транспортера в битах для формирования сообщений
T6LatchStatusByte3	Byte	СилКорпус / Статусы механизмов / Заслонки транспортера номер 6		T6CalScript3,T6CloseScript3,T6ErrorOffButton_OnClick,T6LatchMnemo,T6OpenScript3	T6CalButton3_OnClick,T6CalScript3,T6CloseButton3_OnClick,T6LatchStatusBar,T6OpenButton3_OnClick	Статус заслонки транспортера в битах для формирования сообщений
T6LatchStatusByte4	Byte	СилКорпус / Статусы механизмов / Заслонки транспортера номер 6		T6CalScript4,T6CloseScript4,T6ErrorOffButton_OnClick,T6LatchMnemo,T6OpenScript4	T6CalButton4_OnClick,T6CalScript4,T6CloseButton4_OnClick,T6LatchStatusBar,T6OpenButton4_OnClick	Статус заслонки транспортера в битах для формирования сообщений
T6LatchStatusByte5	Byte	СилКорпус / Статусы механизмов / Заслонки транспортера номер 6		T6CalScript5,T6CloseScript5,T6ErrorOffButton_OnClick,T6LatchMnemo,T6OpenScript5	T6CalButton5_OnClick,T6CalScript5,T6CloseButton5_OnClick,T6LatchStatusBar,T6OpenButton5_OnClick	Статус заслонки транспортера в битах для формирования сообщений
T6LatchStatusByte6	Byte	СилКорпус / Статусы механизмов / Заслонки транспортера номер 6		T6CalScript6,T6CloseScript6,T6ErrorOffButton_OnClick,T6LatchMnemo,T6OpenScript6	T6CalButton6_OnClick,T6CalScript6,T6CloseButton6_OnClick,T6LatchStatusBar,T6OpenButton6_OnClick	Статус заслонки транспортера в битах для формирования сообщений
T6LatchStatusByte7	Byte	СилКорпус / Статусы механизмов / Заслонки транспортера номер 6		T6CalScript7,T6CloseScript7,T6ErrorOffButton_OnClick,T6LatchMnemo,T6OpenScript7	T6CalButton7_OnClick,T6CalScript7,T6CloseButton7_OnClick,T6LatchStatusBar,T6OpenButton7_OnClick	Статус заслонки транспортера в битах для формирования сообщений
T6LatchStatusByte8	Byte	СилКорпус / Статусы механизмов / Заслонки транспортера номер 6		T6CalScript8,T6CloseScript8,T6ErrorOffButton_OnClick,T6LatchMnemo,T6OpenScript8	T6CalButton8_OnClick,T6CalScript8,T6CloseButton8_OnClick,T6LatchStatusBar,T6OpenButton8_OnClick	Статус заслонки транспортера в битах для формирования сообщений
T6LatchStatusByte9	Byte	СилКорпус / Статусы механизмов / Заслонки транспортера номер 6		T6CalScript9,T6CloseScript9,T6ErrorOffButton_OnClick,T6LatchMnemo,T6OpenScript9	T6CalButton9_OnClick,T6CalScript9,T6CloseButton9_OnClick,T6LatchStatusBar,T6OpenButton9_OnClick	Статус заслонки транспортера в битах для формирования сообщений
T6OpenStatus1	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 6		T6BlockOffButton_OnClick,T6OpenButton1_OnClick,T6OpenScript1	T6OpenScript1	Переменная для пуска алгоритма открытия заслонки
T6OpenStatus10	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 6		T6BlockOffButton_OnClick,T6OpenButton10_OnClick,T6OpenScript10	T6OpenScript10	Переменная для пуска алгоритма открытия заслонки
T6OpenStatus2	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 6		T6BlockOffButton_OnClick,T6OpenButton2_OnClick,T6OpenScript2	T6OpenScript2	Переменная для пуска алгоритма открытия заслонки
T6OpenStatus3	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 6		T6BlockOffButton_OnClick,T6OpenButton3_OnClick,T6OpenScript3	T6OpenScript3	Переменная для пуска алгоритма открытия заслонки
T6OpenStatus4	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 6		T6BlockOffButton_OnClick,T6OpenButton4_OnClick,T6OpenScript4	T6OpenScript4	Переменная для пуска алгоритма открытия заслонки
T6OpenStatus5	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 6		T6BlockOffButton_OnClick,T6OpenButton5_OnClick,T6OpenScript5	T6OpenScript5	Переменная для пуска алгоритма открытия заслонки
T6OpenStatus6	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 6		T6BlockOffButton_OnClick,T6OpenButton6_OnClick,T6OpenScript6	T6OpenScript6	Переменная для пуска алгоритма открытия заслонки
T6OpenStatus7	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 6		T6BlockOffButton_OnClick,T6OpenButton7_OnClick,T6OpenScript7	T6OpenScript7	Переменная для пуска алгоритма открытия заслонки
T6OpenStatus8	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 6		T6BlockOffButton_OnClick,T6OpenButton8_OnClick,T6OpenScript8	T6OpenScript8	Переменная для пуска алгоритма открытия заслонки
T6OpenStatus9	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 6		T6BlockOffButton_OnClick,T6OpenButton9_OnClick,T6OpenScript9	T6OpenScript9	Переменная для пуска алгоритма открытия заслонки
T6OpenTimer1	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 6		T6BlockOffButton_OnClick,T6OpenScript1	T6OpenScript1	Таймер алгоритма открытия заслонки
T6OpenTimer10	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 6		T6BlockOffButton_OnClick,T6OpenScript10	T6OpenScript10	Таймер алгоритма открытия заслонки
T6OpenTimer2	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 6		T6BlockOffButton_OnClick,T6OpenScript2	T6OpenScript2	Таймер алгоритма открытия заслонки
T6OpenTimer3	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 6		T6BlockOffButton_OnClick,T6OpenScript3	T6OpenScript3	Таймер алгоритма открытия заслонки
T6OpenTimer4	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 6		T6BlockOffButton_OnClick,T6OpenScript4	T6OpenScript4	Таймер алгоритма открытия заслонки
T6OpenTimer5	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 6		T6BlockOffButton_OnClick,T6OpenScript5	T6OpenScript5	Таймер алгоритма открытия заслонки
T6OpenTimer6	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 6		T6BlockOffButton_OnClick,T6OpenScript6	T6OpenScript6	Таймер алгоритма открытия заслонки
T6OpenTimer7	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 6		T6BlockOffButton_OnClick,T6OpenScript7	T6OpenScript7	Таймер алгоритма открытия заслонки
T6OpenTimer8	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 6		T6BlockOffButton_OnClick,T6OpenScript8	T6OpenScript8	Таймер алгоритма открытия заслонки
T6OpenTimer9	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 6		T6BlockOffButton_OnClick,T6OpenScript9	T6OpenScript9	Таймер алгоритма открытия заслонки
T6Power	Single	СилКорпус / Входные переменные / Переменные телеметрии Частотных преобразователей	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t6Power			Значение потребляемой мощности транспортера
T6TargerFreq	Single	СилКорпус / Выходные переменные / Задание частоты ЧП транспортеров		T1toT7StartFreq	T6FreqTarget	
T7AlarmStatus	Boolean	СилКорпус / Переменные управления заслонками / Служебные переменные заслонок				Включение оповещения движения задвижек
T7BlockSelectStatus	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalButton10_OnClick,T7CalButton1_OnClick,T7CalButton2_OnClick,T7CalButton3_OnClick,T7CalButton4_OnClick,T7CalButton5_OnClick,T7CalButton6_OnClick,T7CalButton7_OnClick,T7CalButton8_OnClick,T7CalButton9_OnClick,T7CalScript1,T7CalScript10,T7CalScript2,T7CalScript3,T7CalScript4,T7CalScript5,T7CalScript6,T7CalScript7,T7CalScript8,T7CalScript9,T7CloseButton10_OnClick,T7CloseButton1_OnClick,T7CloseButton2_OnClick,T7CloseButton3_OnClick,T7CloseButton4_OnClick,T7CloseButton5_OnClick,T7CloseButton6_OnClick,T7CloseButton7_OnClick,T7CloseButton8_OnClick,T7CloseButton9_OnClick,T7CloseScript1,T7CloseScript10,T7CloseScript2,T7CloseScript3,T7CloseScript4,T7CloseScript5,T7CloseScript6,T7CloseScript7,T7CloseScript8,T7CloseScript9,T7OpenButton10_OnClick,T7OpenButton1_OnClick,T7OpenButton2_OnClick,T7OpenButton3_OnClick,T7OpenButton4_OnClick,T7OpenButton5_OnClick,T7OpenButton6_OnClick,T7OpenButton7_OnClick,T7OpenButton8_OnClick,T7OpenButton9_OnClick,T7OpenScript1,T7OpenScript10,T7OpenScript2,T7OpenScript3,T7OpenScript4,T7OpenScript5,T7OpenScript6,T7OpenScript7,T7OpenScript8,T7OpenScript9	T7CalButton10_OnClick,T7CalButton1_OnClick,T7CalButton2_OnClick,T7CalButton3_OnClick,T7CalButton4_OnClick,T7CalButton5_OnClick,T7CalButton6_OnClick,T7CalButton7_OnClick,T7CalButton8_OnClick,T7CalButton9_OnClick,T7CloseButton10_OnClick,T7CloseButton1_OnClick,T7CloseButton2_OnClick,T7CloseButton3_OnClick,T7CloseButton4_OnClick,T7CloseButton5_OnClick,T7CloseButton6_OnClick,T7CloseButton7_OnClick,T7CloseButton8_OnClick,T7CloseButton9_OnClick,T7LatchMnemo,T7OpenButton10_OnClick,T7OpenButton1_OnClick,T7OpenButton2_OnClick,T7OpenButton3_OnClick,T7OpenButton4_OnClick,T7OpenButton5_OnClick,T7OpenButton6_OnClick,T7OpenButton7_OnClick,T7OpenButton8_OnClick,T7OpenButton9_OnClick	Переменная для блокировки управления заслонками транспортера
T7CalStatus1	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalButton1_OnClick,T7CalScript1	T7CalScript1	Переменная для пуска алгоритма калибровки заслонки
T7CalStatus10	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalButton10_OnClick,T7CalScript10	T7CalScript10	Переменная для пуска алгоритма калибровки заслонки
T7CalStatus2	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalButton2_OnClick,T7CalScript2	T7CalScript2	Переменная для пуска алгоритма калибровки заслонки
T7CalStatus3	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalButton3_OnClick,T7CalScript3	T7CalScript3	Переменная для пуска алгоритма калибровки заслонки
T7CalStatus4	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalButton4_OnClick,T7CalScript4	T7CalScript4	Переменная для пуска алгоритма калибровки заслонки
T7CalStatus5	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalButton5_OnClick,T7CalScript5	T7CalScript5	Переменная для пуска алгоритма калибровки заслонки
T7CalStatus6	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalButton6_OnClick,T7CalScript6	T7CalScript6	Переменная для пуска алгоритма калибровки заслонки
T7CalStatus7	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalButton7_OnClick,T7CalScript7	T7CalScript7	Переменная для пуска алгоритма калибровки заслонки
T7CalStatus8	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalButton8_OnClick,T7CalScript8	T7CalScript8	Переменная для пуска алгоритма калибровки заслонки
T7CalStatus9	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalButton9_OnClick,T7CalScript9	T7CalScript9	Переменная для пуска алгоритма калибровки заслонки
T7CalTimer1	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalScript1	T7CalScript1	Таймер алгоритма калибровки заслонки
T7CalTimer10	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalScript10	T7CalScript10	Таймер алгоритма калибровки заслонки
T7CalTimer2	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalScript2	T7CalScript2	Таймер алгоритма калибровки заслонки
T7CalTimer3	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalScript3	T7CalScript3	Таймер алгоритма калибровки заслонки
T7CalTimer4	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalScript4	T7CalScript4	Таймер алгоритма калибровки заслонки
T7CalTimer5	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalScript5	T7CalScript5	Таймер алгоритма калибровки заслонки
T7CalTimer6	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalScript6	T7CalScript6	Таймер алгоритма калибровки заслонки
T7CalTimer7	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalScript7	T7CalScript7	Таймер алгоритма калибровки заслонки
T7CalTimer8	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalScript8	T7CalScript8	Таймер алгоритма калибровки заслонки
T7CalTimer9	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalScript9	T7CalScript9	Таймер алгоритма калибровки заслонки
T7CloseStatus1	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalScript1,T7CloseButton1_OnClick,T7CloseScript1	T7CloseScript1	Переменная для пуска алгоритма закрытия заслонки
T7CloseStatus10	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalScript10,T7CloseButton10_OnClick,T7CloseScript10	T7CloseScript10	Переменная для пуска алгоритма закрытия заслонки
T7CloseStatus2	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalScript2,T7CloseButton2_OnClick,T7CloseScript2	T7CloseScript2	Переменная для пуска алгоритма закрытия заслонки
T7CloseStatus3	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalScript3,T7CloseButton3_OnClick,T7CloseScript3	T7CloseScript3	Переменная для пуска алгоритма закрытия заслонки
T7CloseStatus4	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalScript4,T7CloseButton4_OnClick,T7CloseScript4	T7CloseScript4	Переменная для пуска алгоритма закрытия заслонки
T7CloseStatus5	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalScript5,T7CloseButton5_OnClick,T7CloseScript5	T7CloseScript5	Переменная для пуска алгоритма закрытия заслонки
T7CloseStatus6	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalScript6,T7CloseButton6_OnClick,T7CloseScript6	T7CloseScript6	Переменная для пуска алгоритма закрытия заслонки
T7CloseStatus7	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalScript7,T7CloseButton7_OnClick,T7CloseScript7	T7CloseScript7	Переменная для пуска алгоритма закрытия заслонки
T7CloseStatus8	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalScript8,T7CloseButton8_OnClick,T7CloseScript8	T7CloseScript8	Переменная для пуска алгоритма закрытия заслонки
T7CloseStatus9	Boolean	СилКорпус / Переменные управления заслонками / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CalScript9,T7CloseButton9_OnClick,T7CloseScript9	T7CloseScript9	Переменная для пуска алгоритма закрытия заслонки
T7CloseTimer1	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CloseScript1	T7CloseScript1	Таймер алгоритма закрытия заслонки
T7CloseTimer10	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CloseScript10	T7CloseScript10	Таймер алгоритма закрытия заслонки
T7CloseTimer2	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CloseScript2	T7CloseScript2	Таймер алгоритма закрытия заслонки
T7CloseTimer3	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CloseScript3	T7CloseScript3	Таймер алгоритма закрытия заслонки
T7CloseTimer4	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CloseScript4	T7CloseScript4	Таймер алгоритма закрытия заслонки
T7CloseTimer5	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CloseScript5	T7CloseScript5	Таймер алгоритма закрытия заслонки
T7CloseTimer6	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CloseScript6	T7CloseScript6	Таймер алгоритма закрытия заслонки
T7CloseTimer7	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CloseScript7	T7CloseScript7	Таймер алгоритма закрытия заслонки
T7CloseTimer8	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CloseScript8	T7CloseScript8	Таймер алгоритма закрытия заслонки
T7CloseTimer9	Integer	СилКорпус / Таймеры / Заслонки транспортера номер 7		T7BlockOffButton_OnClick,T7CloseScript9	T7CloseScript9	Таймер алгоритма закрытия заслонки
T7Freq	Single	СилКорпус / Входные переменные / Переменные телеметрии Частотных преобразователей	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7FreqMonitoring			Задание частоты для частотного преобразователя транспортера
T7FreqToPLC	Single	СилКорпус / Выходные переменные / Задание частоты ЧП транспортеров	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.t7Freq	T1toT7StartFreq,T7FreqTarget		
T7LatchCalCloseTime1	Integer	СилКорпус / Калибровки хода заслонок / Заслонки транспортера номер 7		T7CalScript1	T7CalScript1,T7CalValueBar,T7CloseButton1_OnClick,T7CloseScript1	Время хода задвижки от открытого состояния к закрытому
T7LatchCalCloseTime10	Integer	СилКорпус / Калибровки хода заслонок / Заслонки транспортера номер 7		T7CalScript10	T7CalScript10,T7CalValueBar,T7CloseButton10_OnClick,T7CloseScript10	Время хода задвижки от открытого состояния к закрытому
T7LatchCalCloseTime2	Integer	СилКорпус / Калибровки хода заслонок / Заслонки транспортера номер 7		T7CalScript2	T7CalScript2,T7CalValueBar,T7CloseButton2_OnClick,T7CloseScript2	Время хода задвижки от открытого состояния к закрытому
T7LatchCalCloseTime3	Integer	СилКорпус / Калибровки хода заслонок / Заслонки транспортера номер 7		T7CalScript3	T7CalScript3,T7CalValueBar,T7CloseButton3_OnClick,T7CloseScript3	Время хода задвижки от открытого состояния к закрытому
T7LatchCalCloseTime4	Integer	СилКорпус / Калибровки хода заслонок / Заслонки транспортера номер 7		T7CalScript4	T7CalScript4,T7CalValueBar,T7CloseButton4_OnClick,T7CloseScript4	Время хода задвижки от открытого состояния к закрытому
T7LatchCalCloseTime5	Integer	СилКорпус / Калибровки хода заслонок / Заслонки транспортера номер 7		T7CalScript5	T7CalScript5,T7CalValueBar,T7CloseButton5_OnClick,T7CloseScript5	Время хода задвижки от открытого состояния к закрытому
T7LatchCalCloseTime6	Integer	СилКорпус / Калибровки хода заслонок / Заслонки транспортера номер 7		T7CalScript6	T7CalScript6,T7CalValueBar,T7CloseButton6_OnClick,T7CloseScript6	Время хода задвижки от открытого состояния к закрытому
T7LatchCalCloseTime7	Integer	СилКорпус / Калибровки хода заслонок / Заслонки транспортера номер 7		T7CalScript7	T7CalScript7,T7CalValueBar,T7CloseButton7_OnClick,T7CloseScript7	Время хода задвижки от открытого состояния к закрытому
T7LatchCalCloseTime8	Integer	СилКорпус / Калибровки хода заслонок / Заслонки транспортера номер 7		T7CalScript8	T7CalScript8,T7CalValueBar,T7CloseButton8_OnClick,T7CloseScript8	Время хода задвижки от открытого состояния к закрытому
T7LatchCalCloseTime9	Integer	СилКорпус / Калибровки хода заслонок / Заслонки транспортера номер 7		T7CalScript9	T7CalScript9,T7CalValueBar,T7CloseButton9_OnClick,T7CloseScript9	Время хода задвижки от открытого состояния к закрытому
T7LatchCalOpenTime1	Integer	СилКорпус / Калибровки хода заслонок / Заслонки транспортера номер 7		T7CalScript1	T7CalScript1,T7CalValueBar,T7OpenButton1_OnClick,T7OpenScript1	Время хода задвижки от закрытого состояния к открытому
T7LatchCalOpenTime10	Integer	СилКорпус / Калибровки хода заслонок / Заслонки транспортера номер 7		T7CalScript10	T7CalScript10,T7CalValueBar,T7OpenButton10_OnClick,T7OpenScript10	Время хода задвижки от закрытого состояния к открытому
T7LatchCalOpenTime2	Integer	СилКорпус / Калибровки хода заслонок / Заслонки транспортера номер 7		T7CalScript2	T7CalScript2,T7CalValueBar,T7OpenButton2_OnClick,T7OpenScript2	Время хода задвижки от закрытого состояния к открытому
T7LatchCalOpenTime3	Integer	СилКорпус / Калибровки хода заслонок / Заслонки транспортера номер 7		T7CalScript3	T7CalScript3,T7CalValueBar,T7OpenButton3_OnClick,T7OpenScript3	Время хода задвижки от закрытого состояния к открытому
T7LatchCalOpenTime4	Integer	СилКорпус / Калибровки хода заслонок / Заслонки транспортера номер 7		T7CalScript4	T7CalScript4,T7CalValueBar,T7OpenButton4_OnClick,T7OpenScript4	Время хода задвижки от закрытого состояния к открытому
T7LatchCalOpenTime5	Integer	СилКорпус / Калибровки хода заслонок / Заслонки транспортера номер 7		T7CalScript5	T7CalScript5,T7CalValueBar,T7OpenButton5_OnClick,T7OpenScript5	Время хода задвижки от закрытого состояния к открытому
T7LatchCalOpenTime6	Integer	СилКорпус / Калибровки хода заслонок / Заслонки транспортера номер 7		T7CalScript6	T7CalScript6,T7CalValueBar,T7OpenButton6_OnClick,T7OpenScript6	Время хода задвижки от закрытого состояния к открытому
T7LatchCalOpenTime7	Integer	СилКорпус / Калибровки хода заслонок / Заслонки транспортера номер 7		T7CalScript7	T7CalScript7,T7CalValueBar,T7OpenButton7_OnClick,T7OpenScript7	Время хода задвижки от закрытого состояния к открытому
T7LatchCalOpenTime8	Integer	СилКорпус / Калибровки хода заслонок / Заслонки транспортера номер 7		T7CalScript8	T7CalScript8,T7CalValueBar,T7OpenButton8_OnClick,T7OpenScript8	Время хода задвижки от закрытого состояния к открытому
